,content,score,time
439,완전 소중한 필수앱,5,2015-08-08
440,방잘쓰고있어요,5,2019-05-19
441,좋아유,4,2020-04-19
442,좋네요~,5,2018-11-15
443,유튜브 광고좀 어떻게 해주세요,1,2017-08-15
444,좋네요 타 어플보다 저렴한거같아요^^,5,2017-07-11
445,굿,5,2019-11-19
446,다른어플비해 가격차이가 좀 있음 ~,5,2021-12-16
447,간편해요~~,5,2020-05-06
448,완전 대박!!!,5,2017-08-22
449,괜춧음 결제하기,5,2017-09-06
450,감사합니다,4,2021-03-29
451,재밌습니당~~~♡,5,2019-08-14
452,굿,5,2019-09-08
453,참좋네여검색하기편하구여ㅎㅎ,5,2012-09-14
454,최고,5,2018-03-01
455,싸요,5,2019-02-24
456,최고에용 애용이,5,2019-09-06
457,굿ㅋㅋㅋㅋ,5,2022-05-24
458,야놀자 편리하고 좋아요.,5,2022-04-20
459,좋아요,5,2019-01-14
460,괜찮은어플ㅋㅋㅋ,4,2016-12-18
461,업주들이 너무 막아요,5,2017-05-26
462,항상이용합니다 좋아요 ㅎ,5,2018-02-17
463,쿠폰도 자주 주고 보기도 간편하고ㅎㅎ 편리해요,5,2019-05-20
464,짱짱,5,2021-11-23
465,"위치랑 정보,그리고 후기까지 대박인 듯!!",5,2015-05-08
466,굿,5,2019-11-10
467,굳,5,2015-06-12
468,지방출장이잦은데편리하고좋네요,3,2018-10-25
469,"취소건으로 제가 통화연결이 안됬다는데, 따로 연락온게 없는데 연결이 어려웠다고하네요, 고객센터로 연락 달라는 문자 받고 오전부터 카톡,전화 연결대기중인데 안되네요, 이럴거면 연락 달라는 문자를 왜 보내셨는지 의문이네요. 그래서 어떻게 하자는건지도 모르겠구요 따로 문의 게시판이 있는것도 아니고 고객센터는 고작 카톡문의, 전화문의 두개면서 둘 다 연결이 어려우면 어떻게 처리하란건지 알려주시기 바랍니다.",1,2021-07-12
470,좋아여~,5,2017-06-12
471,쿠폰도 주고 좋네요,5,2022-06-26
472,편리합니다. 쿠폰도 잇어서 너무 좋습니다.,5,2019-12-14
473,굿,5,2015-03-27
474,굿,5,2018-12-25
475,굳,4,2015-06-06
476,사용하기 편해요!!,5,2022-03-25
477,좋습니다,5,2018-05-04
478,편리하네요. 할인도 되고.,5,2019-09-03
479,다양한 할인 쿠폰등,4,2020-08-10
480,굿입니다ㅅ,5,2018-09-28
481,다양한 숙소 알아보기 좋아요.,4,2021-04-13
482,좋아여,4,2020-04-02
483,할인쿠폰많이줘서 너무좋아요^^,5,2020-12-27
484,짱 좋아요~~,5,2015-09-21
485,좋아영,5,2019-05-23
486,너무좋아요 시스템이잘되어있어용,5,2019-06-10
487,진짜싸게잘했어요,5,2018-04-20
488,야놀자인데 뭐더말할께잇나요??,5,2017-12-15
489,좋아용~~,5,2017-01-23
490,굿~~^^,5,2019-01-04
491,좋음,5,2019-12-20
492,좋아요,5,2017-05-06
493,쉽고 빠르게 예약가능,5,2017-11-24
494,굿입니다 좋아요,5,2019-12-17
495,좋읒,5,2018-06-09
496,조아요,5,2020-11-07
497,너무 좋은거 같아요,5,2015-12-26
498,쿠폰혜ㅣ택짱,5,2018-08-22
499,여자친구덕분에 했습니다,4,2019-01-13
500,방이넓은데도 두명이라고해놓고 추가인원2만원씩받고바가지씌우는건없어져야한다고생각합니다!가족팬션이없어서아쉽습니다.너무비싸요.,1,2020-09-04
501,고객센터가 너무쓰레기입니다 여기어때로 넘어갑니다,1,2021-05-10
502,최고에요,5,2021-01-19
503,출장갈때짱.,4,2015-05-13
504,간단하게  콜    할수 있네요,5,2015-10-08
505,혹시 몰라서 여기 아때나 다른 숙박 어플 같이 쓰는데 항상 예약 하는건 야놀자라서 평소에 별점 안남기다가 남깁니다 제 개인적인 판단으로는 항상 여기가 다른 어플보다 쌌어요,5,2019-11-16
506,좋음,5,2019-10-30
507,짱,5,2015-05-12
508,처음 에요,5,2014-12-16
509,할인되서 됴음,5,2018-04-08
510,Good,5,2018-01-31
511,굿,5,2018-10-11
512,할인도받고 예약도 편리하네요^~^b,5,2019-01-02
513,좋아요.,4,2019-12-20
514,8박힌 희망ㅐ888,5,2021-06-12
515,좋앙ㅅㅇㅎㅎ,5,2020-07-27
516,편함편함,5,2019-11-08
517,유용하게 사용하고 있음,5,2021-12-12
518,편리해요,5,2018-10-16
519,와 야놀자를 인제 알앗는지 참.. 진짜 좋은어플 인정이다 별100개,5,2018-12-13
520,굿굿 꾸준히사용예정,5,2021-10-02
521,굳,5,2013-06-30
522,무료포인트 절대안주는 앱 사기광고,1,2018-04-04
523,안해밧음,4,2021-10-22
524,여행갈때 이만한 앱이 없다  최고임,5,2017-04-08
525,예약하기 편리하고 쿠폰으로 좀 더 싸게 예약할 수 있어서 좋음,5,2020-10-06
526,좋아요,5,2021-02-19
527,봉사료포함가라 비싸게 여길지몰리도 결재해보면 저렴해요,5,2020-03-07
528,좋아요,5,2019-06-08
529,숙박은 어떨지 몰라도 기프티콘같은건 시스템이 너무 안좋다 다른곳 문자안오면 쉽게 사이트나 게시판등으로 재발송요청하면 끝인데 여긴 수십분 기다려서 카톡상담했더니 다른곳 알려주고 또 다른곳에선 결국 해당업체에 전화해서 재발송요청하라고 하고 그사이 점심시간되었다고 전화도 안되고 지금 몇시간을 쏟아붓게 생김,1,2022-06-16
530,빠르고 편리해서 좋아요,5,2019-05-27
531,♡♡♡♡,4,2015-09-22
532,좋아용~~~~~~~~,5,2019-02-28
533,짱!,5,2019-09-24
534,이거깔고 폰 킬때마다 이상한 인터넷창이 뜨네용 그래서 삭제후 필요할때 다시 깔아야겠네요,3,2019-10-27
535,귣굳,5,2017-08-18
536,좋네요 훌륭해,5,2018-12-23
537,요즘은 다니기힘드네요,5,2020-03-20
538,사용하기 편리합니다,4,2019-10-07
539,야야야 야놀자 야야야 야놀자,5,2019-06-26
540,야놀자 광고 하지마라,1,2018-08-12
541,간편하고 빠른결제좋아요~~^^,5,2022-03-07
542,급당일여행에 딱!,5,2021-03-26
543,좋아요,5,2017-04-24
544,다른 업체들에 비해 무조건 싸고 예약도 편해요!,5,2020-02-16
545,좋아용,5,2019-03-18
546,좋음,5,2019-12-10
547,출장이잦아 낯선곳에서 숙소잡기 참  어려웠는데 야놀자 덕분에 편해졌네요,5,2014-09-04
548,괜찬네요,4,2017-08-24
549,이용하지 마세요. 규정 똑바로 안만들어놓고 속지마세요 예약한지 10분 지났다고 절대 취소 안된다고 합니다. 트리바x는 바로 취소 되던데 여튼 선택하면 후회하실겁니다,1,2019-09-11
550,가입이 안됨 알림톡 서비스 2분뒤에 인증문자옴,1,2020-08-15
551,아주 좋아요,5,2019-10-05
552,국정감사 나온 대표얼굴 보니 이 사이트가 얼마나 쓰래기인지 절감 합니다 절대 설치하지마세요 후회합니다,1,2021-10-06
553,신속하고 좋습니다!^^,5,2022-01-22
554,선착순쿠폰 마감되어있는걸 앱에서는 보이게하고 고객센터 확인전화하면 수정하게 하겠다고하는 장난치는 야놀자 지금 고객하고 놀자고 이리 관리하나? 이름 잘 지었다,1,2020-04-19
555,언제나 최고,5,2017-01-20
556,편리하고좋아요,5,2019-09-09
557,좋아요,5,2020-02-04
558,굿~~!!,5,2021-11-26
559,너무좋내요,5,2017-02-01
560,좋아요,5,2022-02-21
561,편하고 빨라요 먼저 야놀자 검색하고 없을 때 다른어플 쓰는데 아무래도 다른어플들은 절차가 많네요,5,2020-01-11
562,야놀자 너무 편리하구 좋은거같아요 사용하는데 너무 할인도 정보도 빨리 알수있어서 좋아요 잘사용하구있습니다 ㅎ,5,2015-01-19
563,"사실 다른 앱에서 포인트받으려고 깐거였는데 예상외로 너무 좋아서 놀랐어요. 여행갈때 꼭 사용해야겠어요. 사세하게 하나하나 다 나와있네요! 다른 분들은 안좋다는 말도 있는데 이해가 하나도 안돼네요.. 너무나 좋아요, 저한테는! 항상 힘내세요 야놀자주식회사 화이팅!!!",5,2017-08-15
564,ㅣㅜㄴ굿,5,2020-01-02
565,아주 좋아요,5,2015-04-02
566,이용하기 편리해서 이앱을 이용합니다,5,2018-10-05
567,간편,4,2020-09-27
568,역시 모텔어플!!진해용원도 가맹점 늘려주시길,4,2017-01-07
569,자주 사용합니당 좋아요,5,2018-12-29
570,편하고 좋아요,5,2022-06-19
571,굿굿,5,2021-05-21
572,깔끔심플~,4,2019-04-25
573,쿠폰으로 할인 받으니 자주 이용하게돼요,5,2022-01-21
574,진짜좋음,5,2017-07-13
575,깔끔하고 좋아요,5,2019-08-16
576,싸서좋다!!,5,2016-12-18
577,국내에서 이용하기에 좋았어요~,4,2018-06-01
578,좋아요,5,2017-05-11
579,안 쓰는거보다야 좋지,4,2017-09-18
580,굿이에요 편해요,5,2019-05-24
581,너무 편하고 좋아요,5,2019-04-30
582,회원가입 할라고 인증번호 받는데 인증 시간은 1분30로 해놓고 카톡 알람은 2분이 넘어서옴 안드로이드 아이폰 둘다 안옴 인증번호 늘릴 시간을 주던지 인증번호 시간안에 와서 번호 그대로 적어도 안맞다고 하고 별하나도 아까운 태어나서 처음으로 어플 리뷰 써봄 개빡침 별하나도 아까움 설치삭제 바로 누름,1,2020-08-15
583,좋아요,5,2022-01-09
584,조아요,5,2015-07-08
585,"일단 많고, 직관적인 편리함",5,2017-07-02
586,혁신적인 앱입니다ㅋㅋ 너무유용하게 잘이용하고있구요! 개발자분들의 노력에 경의를 표합니다^^,5,2016-01-14
587,야 너두? 야 놀자,5,2018-10-18
588,굿~!,5,2018-12-04
589,무조건 예약받고 손님 걸러서 취소하나요? 그래놓고 모텔은자기네들이 예약관리하는거아니라고하고 야놀자는 모텔이 거부한거라고하고 예약시스템은 왜만들었나요? 그리고 저녁 10시다돼서 전화해서 취소해야된다고만 앵무새처럼 같은말만하고 다른분이랑 전화하고싶다니까 저녁11시나돼야 전화준다고하고 대단하십니다들,1,2018-11-09
590,사용이편해요,5,2019-03-15
591,최고죠 야놀자회사에입사하구싶을정도입니다,5,2017-06-30
592,굿,4,2019-09-10
593,보기에 직관적이고 깍끔한 인터페이스가 인상적입니다.,5,2019-06-09
594,지역설정해서 바로 예역하고 편합니다,5,2015-09-16
595,날짜도 안지났고 사용도 안했는데 결제취소 환불. 전산시스템에 안된다고 하는 앱 삭제합시다 이렇게 뜯어가는 돈 엄청납니다,1,2016-11-19
596,항상 편리하게 예약하고있습니다.,5,2020-09-12
597,굿,5,2016-06-10
598,좋아용,5,2021-11-23
599,굿구쑤수수수숫,5,2021-06-30
600,매번 출장길에 잘 쓰고 있습니다,5,2019-07-31
601,출장자주다니는사람에게는꼭필요한앱이네요ㅅㅅ잘쓸게요ㅅㅅ뜻밖의선물프리미엄비품도받앗네요ㅅㅅ잘쓸게요,5,2016-08-10
602,좋아요,5,2019-08-19
603,너무 편하고 좋아요,5,2018-12-16
604,좋은거같네요,4,2015-08-04
605,주인분이 짜증만 내지 않으면 괜찮습니당,4,2019-11-24
606,3번하면 3만원무한지급한다는데 뭔말이필요???,5,2017-07-07
607,"후기 써도, 업주가 맘에 안들면 블라인드 처리함...그럴거면, 후기란 없애는게 낫지 않아요? 그래서, 여기어때 사용해야겠네요~",1,2020-11-05
608,자주이용합니다,4,2018-11-07
609,좋아요,5,2017-11-15
610,호텔은 빔사고 모텔은 정보를 알길이 옶어서 힘들었는데 야놀자는 그야말로 가뭄에 단비입니당 ~^^♥,5,2016-11-29
611,굳굳베이리굳,5,2019-06-14
612,제휴사 부족ㅠ,3,2017-12-03
613,좋아요,5,2020-09-16
614,답변이 없네요... 메일을 보시기는 하나요?,3,2015-08-18
615,좋아요 싸고,5,2019-07-10
616,좋아요,5,2019-03-17
617,야놀자야야야야,5,2019-01-25
618,좋아요~~,5,2021-01-08
619,좋다,5,2019-08-10
620,간편하고 정확해서 좋아여~☆,5,2020-02-05
621,매우 편리해요~♡,5,2020-02-13
622,처음 사용 합니다ㅎ,5,2019-08-10
623,참편해졌네요.^^*,5,2014-01-10
624,진작에 쓸걸 그랬어요 혜택이너무좋네요,5,2015-04-14
625,으근ㅇㄷ,5,2017-07-13
626,좋습니다,5,2018-08-21
627,굿!,5,2018-12-28
628,최고의 어플,5,2021-10-15
629,여기어때보다 정보가 더 많네요,5,2021-02-19
630,좋음ㅎ,5,2017-08-08
631,쿠폰을 사용할수있어서 보다 저렴하게 이용할수있어서 좋은것같아요.,5,2018-05-20
632,좋아요 편하고,5,2019-05-01
633,좋음,5,2017-10-07
634,야야야야~놀자~~ : ),5,2018-08-04
635,좋아용~,5,2021-05-27
636,웹서비스때 부터 사용해왔습니다,5,2018-11-13
637,결제하는것과 살펴보기 편해요,5,2021-02-10
638,쿠폰사요이 어려워요,5,2017-05-17
639,좋습니다,5,2019-02-10
640,아주좋아요,5,2018-01-27
641,여기 깨끗해요~,5,2022-03-19
642,정확한정보와 편리한 인터페이스 좋아요,5,2016-12-04
643,죠아용,5,2019-12-29
644,사용하기편해요,5,2020-07-26
645,ㅍ핟ㅎ,5,2014-11-25
646,ㅇ,4,2014-02-11
647,쿠폰 너무 많이줘서 좋아요!,5,2019-03-22
648,서비스는 좋긴한데 숙박비 등록을 잘못한건 모텔주인인데 전날 취소시키다니.. 하루이틀 방장사하는것도아닌데 너무하네요.,3,2019-08-13
649,완전좋음,5,2018-02-20
650,좋아요,5,2021-06-22
651,좋아요ㅎ 쿠폰활용하세요,5,2019-11-12
652,편리하고 할인도되는 야놀자 좋아요,5,2019-09-02
653,오늘  왜이래 아나 짜증나네,1,2014-09-09
654,굿굿굿,5,2018-11-19
655,예약은 되나 취소가 절대 안되는 앱 그냥 안쓰렵니다 배짱장사 두둑히 하시네요^^,1,2020-08-20
656,좋아용♡ 쿠폰두 있고,5,2019-08-13
657,최고최고,5,2014-02-04
658,하...임실에 내려와 모텔이안보여서 혹시나해서깔았는데ㅎ좋네요 반값쿠폰도주고~,5,2017-04-09
659,너무 편하고 정보잘나와있어 좋으네요.,4,2019-02-05
660,초/중딩은 못하죠? 부모님동의가 필요 한가요?,4,2017-06-22
661,여러곳 모텔,5,2019-08-29
662,잘 이용하고 있어요,4,2021-04-21
663,그냥 편하고좋아요,5,2019-07-08
664,편리해요,5,2019-11-29
665,좋아요,5,2019-03-26
666,현장할인보다 더 들어가고 쉽게 찾아볼수있다,4,2020-08-26
667,야놀자,5,2016-06-19
668,알고는 있었는데 직접 사용해보니 사용하기 편하고 좋네요~,5,2015-04-23
669,저렴하니 잘 사용중입니더.,5,2020-11-25
670,좋음,5,2017-10-19
671,야놀자 좋은 앱이네요,5,2015-03-18
672,몰랐던부분을알게됨,5,2017-10-12
673,방 알아볼때 유용하게쓰고있어요,5,2015-03-28
674,편하고좋음,5,2015-03-28
675,ui도 좋고 마음에 들어요,5,2017-09-13
676,쿠폰주셔서 싸게 예약했어요!,4,2017-05-02
677,좋아요,5,2022-02-23
678,가격대 필터에 숙박 대실 구분이 가능하게 해주십쇼 3만 최저가 잡으면 다 대실 기준으로 떠서 숙박가격 보기가 어려워요,4,2019-01-09
679,편해요ㅎㅎㅎ,5,2019-08-08
680,굿굿굿,5,2019-02-22
681,좋은 어플b,5,2018-01-26
682,좋음요....,5,2017-11-21
683,필요한부분 감사해요,5,2018-11-01
684,예약의 편의성과 할인 혜택이 많아 좋습니다.,5,2020-06-30
685,Good,5,2022-06-17
686,당일예약 및 괜찮은 곳을 보다 저렴하게 예약할수 있어 좋습니다,5,2019-08-09
687,좋다,4,2019-06-24
688,대박 나세요~~,5,2015-10-03
689,좋아요~,5,2019-06-15
690,개꿀 야놀장,5,2020-10-02
691,깨끗해서 골랐어요~~,5,2019-02-20
692,좋아요,5,2019-01-04
693,좋아요,5,2021-01-14
694,좋아요,4,2019-01-30
695,굿굿구우우우웃,5,2020-03-10
696,진짜 욕나온다 예약 당일 취소하고 같은날 같은 호텔 다시 예약 했는데 취소 수수료 30프로나 처먹냐? 이런 십장생 신발끈 짜증난다,1,2017-11-21
697,좋아요,4,2015-04-19
698,리뷰작성했는데 왜 또하라고함,5,2019-02-21
699,당일에도 빠르게 예약할수 있어서 좋아요! 여행가는곳 내가있는곳 근처를 검색해서 방이 있는 확인하고 늦게라도 예약할수있는게 너무 좋았니다. 쿠폰도 있어서 싸게하고 할인되는곳도 싸게 갈수있으니 넘 좋더라구요! 앞으로도 자주 애용하겠습니다♡,5,2019-07-28
700,good,5,2018-06-30
701,싸고 좋은곳많네요~♡,5,2016-12-12
702,이용이편해요ㅎㅎ,5,2017-10-25
703,귀찮게하지마,1,2018-10-13
704,국,5,2016-01-08
705,일단 간편함 그리고 깨끗한 곳을 많이 보유,5,2022-06-25
706,좋아용,5,2020-07-14
707,할인도 많고 이벤트도 해서 좋아요,5,2019-10-28
708,성수기때 터지는 사고는 뭐 바쁘니까 당연한거네 믿고 거릅니다,1,2021-09-04
709,탭프로 8.4lte 플레이스토어에서 검색이 안되네요,1,2014-11-09
710,좋아요,5,2020-12-19
711,좋네요,5,2019-01-13
712,굿굿,5,2017-11-19
713,늘 야놀자로 예약해용. 포인트 마니 주네용.,5,2020-10-05
714,좋아요,5,2022-06-22
715,"야놀자 숙박, 펜션 종류도 다양하고 내용도 좋은데 하나로 통합하기는 어렵나요? 통합도 되면 좋겠어요!",4,2015-09-10
716,편리하고좋아요,5,2019-11-02
717,유용하게쓸께요,5,2015-08-16
718,대실을 이용할때 아주 유용하게 잘사용하고 있습니다~^^  한가지 아쉬운건 주차가능 표시를 안해놓으시는 모텔들이 많은데요 일일히 전화해서 물어보는 경우가 많습니다.. 주차 안된다고해서 차놓고가면 주차장이 있는 경우도 있었어요ㅜ 차때문에 신경쓰셔서 표기 안해놓으시는 사장님들 간간히 계시는데 저희는 차타고 나온김에 급으로 애용하는 경우가 많습니다..!!! 주차불가능은 정말로 불가능 모텔일경우 표기를 해주셨음 합니당!! 앞으로도 많이 애용할게요~☆,5,2018-01-07
